asset,entry_day,hold_days,trades,win_rate_pct,avg_return_pct,median_return_pct,avg_win_pct,avg_loss_pct,profit_factor,expected_value_pct,worst_return_pct,best_return_pct,quality_score,payoff_ratio,loss_rate_pct,gross_profit_pct,gross_loss_pct,return_std_pct,downside_std_pct,sharpe_like,sortino_like,max_consecutive_losses,max_consecutive_wins
LINK,2,9,105,48.57,0.91,-0.7,11.39,-8.99,1.2,0.91,-29.96,38.66,79.68,1.27,51.43,581.08,485.72,13.05,6.41,0.07,0.14,7.0,6.0
LINK,2,10,105,50.48,1.1,0.3,11.28,-9.26,1.24,1.1,-22.81,37.74,99.19,1.22,49.52,597.61,481.64,12.99,6.36,0.09,0.17,6.0,6.0
LINK,3,1,106,61.32,0.77,0.77,3.5,-3.56,1.56,0.77,-12.71,18.3,96.34,0.98,38.68,227.33,146.03,4.77,2.92,0.16,0.26,3.0,6.0
LINK,3,2,105,58.1,0.85,0.83,4.64,-4.4,1.46,0.85,-11.55,15.08,96.53,1.05,41.9,283.03,193.62,5.63,3.41,0.15,0.25,4.0,7.0
LINK,3,3,105,57.14,0.68,0.68,5.7,-6.01,1.27,0.68,-20.3,23.62,85.53,0.95,42.86,342.04,270.24,7.57,4.56,0.09,0.15,4.0,10.0
LINK,3,4,105,51.43,1.38,0.57,7.85,-5.47,1.52,1.38,-25.73,40.62,116.14,1.44,48.57,423.72,278.87,8.95,4.91,0.15,0.28,5.0,5.0
LINK,3,5,105,52.38,0.85,0.16,7.65,-6.64,1.27,0.85,-26.33,34.46,90.2,1.15,47.62,420.84,331.89,9.73,5.72,0.09,0.15,5.0,6.0
LINK,3,6,105,49.52,0.47,-0.24,8.39,-7.29,1.13,0.47,-27.72,34.4,61.34,1.15,50.48,436.1,386.35,10.22,5.48,0.05,0.09,5.0,5.0
LINK,3,7,105,47.62,0.7,-0.54,9.84,-7.62,1.17,0.7,-23.46,32.53,70.35,1.29,52.38,491.96,418.94,11.3,5.95,0.06,0.12,5.0,5.0
LINK,3,8,105,45.71,0.98,-1.25,11.47,-7.85,1.23,0.98,-27.83,44.4,82.1,1.46,54.29,550.57,447.64,12.39,6.06,0.08,0.16,5.0,5.0
LINK,3,9,105,46.67,1.18,-1.12,11.81,-8.11,1.27,1.18,-24.07,38.24,91.52,1.46,53.33,578.74,454.37,12.35,5.92,0.1,0.2,6.0,6.0
LINK,3,10,105,53.33,1.39,0.54,11.37,-10.02,1.3,1.39,-25.49,52.13,112.82,1.13,46.67,636.57,490.77,13.58,5.7,0.1,0.24,5.0,12.0
ADA,1,1,99,30.3,-1.33,-1.29,2.85,-3.15,0.39,-1.33,-15.89,8.66,-33.21,0.91,69.7,85.47,217.14,3.9,2.98,-0.34,-0.45,10.0,3.0
ADA,1,2,99,35.35,-1.25,-1.42,4.43,-4.36,0.56,-1.25,-16.31,16.78,-24.7,1.02,64.65,155.1,278.77,5.82,3.9,-0.21,-0.32,12.0,3.0
ADA,1,3,99,38.38,-1.02,-1.51,5.86,-5.31,0.69,-1.02,-22.12,19.67,-11.75,1.1,61.62,222.69,323.81,7.18,4.56,-0.14,-0.22,6.0,3.0
ADA,1,4,99,39.39,-0.54,-1.34,7.65,-5.86,0.85,-0.54,-32.1,26.51,11.14,1.3,60.61,298.38,351.79,9.01,5.34,-0.06,-0.1,8.0,4.0
ADA,1,5,98,36.73,-1.0,-2.15,8.43,-6.47,0.76,-1.0,-31.85,32.91,-10.13,1.3,63.27,303.54,401.4,9.81,5.87,-0.1,-0.17,6.0,4.0
ADA,1,6,98,43.88,0.09,-1.61,10.4,-7.97,1.02,0.09,-28.44,66.58,41.48,1.3,56.12,447.12,438.46,13.38,5.84,0.01,0.02,5.0,6.0
ADA,1,7,98,40.82,-0.47,-1.58,11.04,-8.41,0.91,-0.47,-26.67,76.63,15.51,1.31,59.18,441.7,488.04,13.9,6.68,-0.03,-0.07,6.0,4.0
ADA,1,8,98,37.76,-0.51,-2.56,13.21,-8.83,0.91,-0.51,-28.39,83.22,12.94,1.5,62.24,488.93,538.7,15.14,6.72,-0.03,-0.08,8.0,4.0
ADA,1,9,98,36.73,-0.72,-3.39,14.18,-9.36,0.88,-0.72,-33.94,71.05,3.62,1.51,63.27,510.37,580.57,15.56,7.43,-0.05,-0.1,13.0,4.0
ADA,1,10,98,41.84,-0.44,-2.89,13.56,-10.5,0.93,-0.44,-33.7,73.14,17.86,1.29,58.16,555.88,598.63,16.77,7.1,-0.03,-0.06,7.0,5.0
ADA,2,1,99,51.52,0.08,0.0,3.15,-3.19,1.05,0.08,-10.53,12.62,54.78,0.99,48.48,160.88,153.09,4.26,2.64,0.02,0.03,5.0,5.0
ADA,2,2,99,50.51,0.31,0.06,4.77,-4.25,1.15,0.31,-16.75,15.41,65.37,1.12,49.49,238.36,208.03,5.96,3.71,0.05,0.08,4.0,6.0
ADA,2,3,99,50.51,0.8,0.14,6.95,-5.47,1.3,0.8,-26.32,29.02,88.19,1.27,49.49,347.45,268.1,8.21,4.52,0.1,0.18,5.0,6.0
ADA,2,4,98,48.98,0.3,-0.47,7.21,-6.33,1.09,0.3,-26.06,36.37,53.67,1.14,51.02,346.31,316.45,9.23,5.25,0.03,0.06,5.0,4.0
ADA,2,5,98,48.98,1.39,-0.19,9.91,-6.8,1.4,1.39,-22.35,66.29,103.08,1.46,51.02,475.71,339.78,12.83,5.5,0.11,0.25,6.0,6.0
ADA,2,6,98,48.98,0.82,-0.22,9.9,-7.89,1.2,0.82,-24.49,81.22,76.64,1.25,51.02,475.14,394.42,13.49,6.31,0.06,0.13,8.0,6.0
ADA,2,7,98,46.94,0.78,-0.42,11.39,-8.62,1.17,0.78,-23.45,87.98,73.17,1.32,53.06,523.97,448.01,14.69,6.14,0.05,0.13,6.0,6.0
ADA,2,8,98,47.96,0.56,-0.8,11.72,-9.74,1.11,0.56,-33.26,75.5,63.61,1.2,52.04,551.0,496.54,15.02,6.68,0.04,0.08,6.0,4.0
ADA,2,9,98,47.96,0.83,-0.46,12.57,-9.98,1.16,0.83,-33.01,77.64,75.7,1.26,52.04,590.68,509.08,16.14,6.64,0.05,0.13,6.0,4.0
ADA,2,10,98,46.94,0.81,-2.47,13.23,-10.18,1.15,0.81,-30.35,77.59,74.05,1.3,53.06,608.44,529.33,16.42,6.75,0.05,0.12,6.0,4.0
ADA,3,1,99,52.53,0.23,0.38,3.34,-3.21,1.15,0.23,-10.22,14.84,63.34,1.04,47.47,173.74,150.78,4.31,2.39,0.05,0.1,5.0,5.0
ADA,3,2,99,48.48,0.69,-0.06,5.75,-4.07,1.33,0.69,-21.72,22.06,73.8,1.41,51.52,276.09,207.34,6.56,3.75,0.11,0.19,5.0,4.0
ADA,3,3,98,51.02,0.18,0.17,5.87,-5.75,1.06,0.18,-21.43,33.35,58.7,1.02,48.98,293.31,276.06,8.09,4.78,0.02,0.04,6.0,4.0
ADA,3,4,98,50.0,1.32,-0.0,9.21,-6.56,1.4,1.32,-24.82,75.65,100.91,1.4,50.0,451.13,321.63,12.72,5.23,0.1,0.25,5.0,6.0
ADA,3,5,98,45.92,0.72,-0.7,9.93,-7.1,1.19,0.72,-27.48,77.2,70.95,1.4,54.08,446.96,376.33,12.88,5.88,0.06,0.12,8.0,6.0
ADA,3,6,98,46.94,0.69,-0.95,10.69,-8.15,1.16,0.69,-22.79,83.82,69.59,1.31,53.06,491.63,423.97,14.32,5.91,0.05,0.12,6.0,4.0
ADA,3,7,98,44.9,0.46,-2.04,11.77,-8.75,1.1,0.46,-32.68,71.61,58.4,1.35,55.1,517.91,472.54,14.68,6.33,0.03,0.07,6.0,4.0
ADA,3,8,98,42.86,0.75,-1.99,13.41,-8.74,1.15,0.75,-32.43,73.7,70.18,1.53,57.14,563.21,489.64,15.88,6.58,0.05,0.11,6.0,4.0
ADA,3,9,98,43.88,0.71,-2.84,13.44,-9.23,1.14,0.71,-31.95,76.2,68.9,1.46,56.12,577.83,507.8,16.05,6.77,0.04,0.11,6.0,5.0
ADA,3,10,98,47.96,1.06,-1.38,13.3,-10.23,1.2,1.06,-26.82,112.12,85.42,1.3,52.04,625.11,521.55,17.74,6.51,0.06,0.16,6.0,7.0
AVAX,1,1,103,44.66,-0.39,-0.62,3.64,-3.71,0.81,-0.39,-14.43,14.0,18.38,0.98,54.37,167.3,207.5,4.75,3.18,-0.08,-0.12,9.0,6.0
AVAX,1,2,103,41.75,-0.56,-0.87,5.19,-4.68,0.8,-0.56,-19.0,28.53,10.36,1.11,58.25,223.29,280.6,6.79,3.82,-0.08,-0.15,10.0,7.0
AVAX,1,3,103,42.72,-0.55,-1.09,6.65,-5.93,0.84,-0.55,-19.23,23.45,11.73,1.12,57.28,292.79,349.7,7.99,4.67,-0.07,-0.12,9.0,5.0
AVAX,1,4,103,44.66,-0.45,-0.32,6.79,-6.41,0.87,-0.45,-21.95,25.26,17.08,1.06,54.37,312.22,359.01,8.53,5.21,-0.05,-0.09,8.0,5.0
AVAX,1,5,102,43.14,-0.84,-1.06,7.87,-7.45,0.8,-0.84,-31.11,22.91,-0.46,1.06,56.86,346.29,432.3,9.85,6.54,-0.09,-0.13,10.0,4.0
AVAX,1,6,102,49.02,-0.79,-0.31,8.23,-9.46,0.84,-0.79,-28.61,28.04,4.78,0.87,50.98,411.33,491.8,11.11,6.47,-0.07,-0.12,5.0,4.0
AVAX,1,7,102,46.08,-0.75,-0.54,9.07,-9.31,0.85,-0.75,-24.98,30.41,5.37,0.97,52.94,426.27,502.82,11.74,6.94,-0.06,-0.11,8.0,5.0
AVAX,1,8,102,44.12,-0.78,-1.84,10.2,-9.44,0.85,-0.78,-28.76,31.69,3.7,1.08,55.88,459.09,538.16,12.34,7.2,-0.06,-0.11,10.0,5.0
AVAX,1,9,102,43.14,-0.51,-1.44,11.92,-10.12,0.91,-0.51,-25.66,34.92,14.98,1.18,55.88,524.68,576.87,13.72,7.66,-0.04,-0.07,8.0,6.0
AVAX,1,10,102,43.14,-0.98,-1.53,12.01,-10.83,0.84,-0.98,-28.41,33.83,-4.97,1.11,56.86,528.29,627.89,14.46,8.37,-0.07,-0.12,10.0,6.0
AVAX,2,1,103,48.54,-0.16,-0.29,3.48,-3.6,0.91,-0.16,-15.97,20.64,31.29,0.97,51.46,174.11,190.59,4.87,3.08,-0.03,-0.05,6.0,9.0
AVAX,2,2,103,47.57,-0.14,-0.15,5.13,-4.93,0.94,-0.14,-20.69,15.86,32.23,1.04,52.43,251.35,266.01,6.67,4.49,-0.02,-0.03,4.0,6.0
AVAX,2,3,103,52.43,-0.04,0.23,5.41,-6.06,0.98,-0.04,-17.27,17.83,48.89,0.89,47.57,292.3,296.87,7.37,4.24,-0.01,-0.01,4.0,4.0
AVAX,2,4,102,44.12,-0.45,-0.52,7.39,-6.75,0.88,-0.45,-32.34,19.97,17.34,1.09,54.9,332.62,378.26,9.03,6.27,-0.05,-0.07,5.0,4.0
AVAX,2,5,102,48.04,-0.4,-0.41,8.04,-8.2,0.91,-0.4,-29.9,22.9,21.49,0.98,51.96,394.19,434.64,10.34,6.39,-0.04,-0.06,4.0,4.0
AVAX,2,6,102,48.04,-0.36,-0.59,8.63,-8.66,0.92,-0.36,-26.32,29.81,23.42,1.0,51.96,422.81,459.05,11.06,6.63,-0.03,-0.05,5.0,5.0
AVAX,2,7,102,47.06,-0.39,-0.54,9.45,-9.13,0.92,-0.39,-28.03,30.14,21.66,1.03,52.94,453.62,493.28,11.58,6.94,-0.03,-0.06,5.0,5.0
AVAX,2,8,102,49.02,-0.13,-0.23,10.27,-10.12,0.98,-0.13,-34.79,38.37,34.05,1.01,50.98,513.26,526.18,12.98,7.6,-0.01,-0.02,6.0,5.0
AVAX,2,9,102,47.06,-0.62,-1.93,10.82,-10.8,0.89,-0.62,-29.9,32.9,11.67,1.0,52.94,519.39,583.05,13.64,7.55,-0.05,-0.08,6.0,5.0
AVAX,2,10,102,45.1,-0.13,-1.19,11.67,-10.01,0.98,-0.13,-31.56,44.35,32.25,1.17,53.92,536.81,550.32,13.76,7.45,-0.01,-0.02,8.0,5.0
AVAX,3,1,103,51.46,0.02,0.34,3.43,-3.6,1.01,0.02,-12.69,14.72,51.49,0.95,48.54,181.84,180.02,4.68,2.84,0.0,0.01,6.0,5.0
AVAX,3,2,103,54.37,0.14,0.43,4.41,-4.94,1.06,0.14,-14.94,15.83,58.78,0.89,45.63,247.23,232.4,6.05,3.56,0.02,0.04,6.0,6.0
AVAX,3,3,102,50.98,-0.31,0.11,5.71,-6.7,0.9,-0.31,-25.83,18.85,36.24,0.85,48.04,296.91,328.15,7.88,5.3,-0.04,-0.06,6.0,5.0
AVAX,3,4,102,49.02,-0.26,-0.24,7.09,-7.34,0.93,-0.26,-23.15,27.09,27.71,0.97,50.98,354.7,381.46,9.29,5.51,-0.03,-0.05,6.0,6.0
AVAX,3,5,102,50.0,-0.23,-0.09,7.6,-8.06,0.94,-0.23,-23.67,31.27,29.63,0.94,50.0,387.52,411.03,9.98,5.56,-0.02,-0.04,5.0,10.0
AVAX,3,6,102,47.06,-0.28,-0.72,8.51,-8.08,0.94,-0.28,-25.92,28.13,26.5,1.05,52.94,408.34,436.47,10.48,6.07,-0.03,-0.05,6.0,5.0
AVAX,3,7,102,49.02,-0.05,-0.12,9.33,-9.23,0.99,-0.05,-27.0,31.27,37.6,1.01,50.0,466.25,470.88,11.7,6.59,-0.0,-0.01,6.0,5.0
AVAX,3,8,102,47.06,-0.52,-0.96,10.17,-10.01,0.9,-0.52,-25.31,32.54,16.28,1.02,52.94,488.07,540.61,12.65,6.8,-0.04,-0.08,8.0,7.0
AVAX,3,9,102,48.04,-0.02,-1.23,10.33,-9.59,1.0,-0.02,-29.66,48.48,38.49,1.08,51.96,506.4,508.08,12.79,6.61,-0.0,-0.0,7.0,6.0
AVAX,3,10,102,49.02,-0.46,-0.12,10.19,-10.71,0.92,-0.46,-31.29,41.05,19.35,0.95,50.98,509.61,556.93,13.11,7.84,-0.04,-0.06,7.0,5.0
DOGE,1,1,103,44.66,-0.62,-0.4,2.67,-3.28,0.66,-0.62,-14.74,8.32,6.16,0.81,55.34,122.86,186.86,4.13,3.22,-0.15,-0.19,7.0,5.0
DOGE,1,2,103,40.78,-0.92,-1.53,4.39,-4.58,0.66,-0.92,-20.36,20.9,-7.4,0.96,59.22,184.29,279.32,5.95,3.84,-0.16,-0.24,8.0,9.0
DOGE,1,3,103,44.66,-1.08,-1.24,4.71,-5.74,0.66,-1.08,-22.44,22.04,-12.01,0.82,55.34,216.45,327.43,6.94,4.59,-0.16,-0.23,9.0,5.0
DOGE,1,4,102,45.1,-0.46,-1.05,5.91,-5.7,0.85,-0.46,-18.87,27.47,16.54,1.04,54.9,272.09,319.36,7.82,4.47,-0.06,-0.1,11.0,6.0
DOGE,1,5,102,45.1,-0.53,-0.84,6.74,-6.51,0.85,-0.53,-20.81,29.38,13.72,1.04,54.9,310.07,364.48,8.84,5.02,-0.06,-0.11,11.0,7.0
DOGE,1,6,102,48.04,-0.21,-0.66,8.13,-7.93,0.95,-0.21,-22.77,47.02,29.64,1.03,51.96,398.48,420.26,11.21,6.31,-0.02,-0.03,7.0,8.0
DOGE,1,7,102,47.06,-1.29,-1.57,7.72,-9.3,0.74,-1.29,-26.15,35.89,-18.16,0.83,52.94,370.5,502.41,10.96,5.93,-0.12,-0.22,5.0,10.0
DOGE,1,8,102,43.14,-1.72,-2.12,8.12,-9.19,0.67,-1.72,-27.49,35.42,-38.25,0.88,56.86,357.38,533.11,11.03,6.03,-0.16,-0.29,5.0,8.0
DOGE,1,9,102,45.1,-1.23,-0.42,9.05,-9.68,0.77,-1.23,-25.75,41.18,-15.87,0.94,54.9,416.44,542.1,12.37,6.97,-0.1,-0.18,8.0,8.0
DOGE,1,10,102,46.08,-1.56,-1.51,9.61,-11.11,0.74,-1.56,-26.6,72.43,-29.15,0.87,53.92,451.86,610.92,14.4,7.27,-0.11,-0.21,9.0,8.0
DOGE,2,1,103,41.75,-0.3,-0.78,3.44,-2.99,0.83,-0.3,-12.68,12.11,21.13,1.15,58.25,148.11,179.25,4.31,2.7,-0.07,-0.11,6.0,7.0
DOGE,2,2,103,47.57,-0.44,-0.43,4.24,-4.69,0.82,-0.44,-19.94,15.47,17.95,0.91,52.43,207.99,253.1,5.95,4.17,-0.07,-0.11,5.0,5.0
DOGE,2,3,102,50.0,0.16,0.04,5.32,-5.0,1.06,0.16,-14.49,20.37,57.75,1.06,50.0,271.55,255.08,6.88,3.99,0.02,0.04,5.0,6.0
DOGE,2,4,102,50.98,0.09,0.03,5.93,-5.99,1.03,0.09,-18.09,25.14,54.39,0.99,49.02,308.33,299.62,7.94,4.64,0.01,0.02,5.0,7.0
DOGE,2,5,102,46.08,0.41,-0.49,8.6,-6.6,1.11,0.41,-24.9,47.02,56.97,1.3,53.92,404.24,362.8,10.54,5.87,0.04,0.07,5.0,6.0
DOGE,2,6,102,44.12,-0.67,-1.23,8.44,-7.85,0.85,-0.67,-26.64,35.89,7.92,1.07,55.88,379.63,447.68,10.42,5.77,-0.06,-0.12,6.0,8.0
DOGE,2,7,102,46.08,-1.11,-1.46,7.67,-8.62,0.76,-1.11,-26.68,35.42,-10.92,0.89,53.92,360.57,474.2,10.39,5.47,-0.11,-0.2,6.0,9.0
DOGE,2,8,102,46.08,-0.62,-2.05,9.04,-8.87,0.87,-0.62,-24.92,41.18,11.02,1.02,53.92,424.81,488.1,11.86,6.09,-0.05,-0.1,8.0,9.0
DOGE,2,9,102,42.16,-0.9,-2.42,11.31,-9.8,0.84,-0.9,-25.78,74.74,-2.34,1.15,57.84,486.29,578.14,14.37,6.92,-0.06,-0.13,8.0,4.0
DOGE,2,10,102,47.06,-0.34,-1.97,11.36,-10.73,0.94,-0.34,-27.75,121.01,24.2,1.06,52.94,545.34,579.6,17.3,6.92,-0.02,-0.05,12.0,9.0
DOGE,3,1,103,51.46,-0.12,0.01,3.03,-3.46,0.93,-0.12,-13.34,12.77,44.24,0.87,48.54,160.61,173.19,4.51,3.15,-0.03,-0.04,7.0,4.0
DOGE,3,2,102,54.9,0.5,0.5,4.55,-4.42,1.25,0.5,-12.95,20.9,77.09,1.03,45.1,254.78,203.55,5.85,3.1,0.09,0.16,7.0,5.0
DOGE,3,3,102,52.94,0.44,0.68,5.64,-5.4,1.17,0.44,-16.74,22.69,72.45,1.04,47.06,304.7,259.37,7.35,4.1,0.06,0.11,8.0,7.0
DOGE,3,4,102,52.94,0.79,0.23,7.25,-6.47,1.26,0.79,-27.18,45.79,88.07,1.12,47.06,391.35,310.54,10.38,6.18,0.08,0.13,4.0,7.0
DOGE,3,5,102,46.08,-0.3,-1.48,7.76,-7.18,0.92,-0.3,-30.4,34.76,24.9,1.08,53.92,364.51,395.07,10.12,5.87,-0.03,-0.05,6.0,6.0
DOGE,3,6,102,44.12,-0.75,-1.99,7.71,-7.43,0.82,-0.75,-24.88,34.3,4.01,1.04,55.88,347.1,423.65,10.07,5.62,-0.07,-0.13,8.0,6.0
DOGE,3,7,102,44.12,-0.29,-1.48,8.97,-7.59,0.93,-0.29,-23.08,40.01,24.85,1.18,55.88,403.48,432.67,11.29,6.0,-0.03,-0.05,8.0,6.0
DOGE,3,8,102,39.22,-0.56,-1.53,11.43,-8.3,0.89,-0.56,-26.01,74.53,10.98,1.38,60.78,457.02,514.34,13.88,7.45,-0.04,-0.08,7.0,9.0
DOGE,3,9,102,45.1,0.01,-1.9,11.31,-9.27,1.0,0.01,-29.93,120.75,38.58,1.22,54.9,520.47,519.21,16.95,7.53,0.0,0.0,8.0,6.0
DOGE,3,10,102,44.12,0.36,-1.59,12.54,-9.26,1.07,0.36,-29.24,138.53,53.38,1.35,55.88,564.49,527.91,18.5,7.61,0.02,0.05,5.0,9.0
LTC,1,1,109,49.54,-0.03,0.0,2.75,-2.8,0.98,-0.03,-13.73,9.12,38.39,0.98,49.54,148.54,151.41,3.67,2.59,-0.01,-0.01,8.0,6.0
LTC,1,2,109,47.71,0.32,-0.16,3.93,-2.96,1.21,0.32,-10.02,19.15,56.21,1.33,52.29,204.11,168.82,4.6,2.52,0.07,0.13,7.0,6.0
LTC,1,3,109,52.29,1.04,0.1,5.23,-3.56,1.61,1.04,-14.18,26.44,104.63,1.47,47.71,298.32,185.23,6.37,3.24,0.16,0.32,6.0,8.0
LTC,1,4,108,57.41,1.37,1.02,5.52,-4.23,1.76,1.37,-14.68,39.34,122.85,1.31,42.59,342.12,194.44,7.04,3.77,0.19,0.36,5.0,12.0
LTC,1,5,108,57.41,0.69,0.91,5.2,-5.4,1.3,0.69,-20.11,27.37,86.48,0.96,42.59,322.68,248.34,7.26,4.76,0.09,0.14,5.0,8.0
LTC,1,6,108,55.56,0.62,0.6,6.13,-6.28,1.22,0.62,-21.37,29.73,81.31,0.98,44.44,368.06,301.46,8.3,4.62,0.07,0.13,8.0,12.0
LTC,1,7,108,46.3,0.1,-0.42,7.7,-6.56,1.03,0.1,-23.39,43.97,43.18,1.17,52.78,385.18,374.18,9.69,5.01,0.01,0.02,9.0,8.0
LTC,1,8,108,46.3,0.36,-0.38,8.32,-6.5,1.1,0.36,-21.15,41.75,55.01,1.28,53.7,416.18,377.24,9.73,4.52,0.04,0.08,10.0,7.0
LTC,1,9,108,49.07,0.74,-0.1,8.96,-7.19,1.2,0.74,-19.21,45.18,73.13,1.25,50.93,474.81,395.22,10.71,4.94,0.07,0.15,9.0,5.0
LTC,1,10,108,48.15,0.89,-0.38,10.21,-7.77,1.22,0.89,-21.38,47.23,79.09,1.31,51.85,530.9,435.22,11.89,5.36,0.07,0.17,9.0,6.0
LTC,2,1,109,53.21,0.36,0.14,2.26,-1.81,1.42,0.36,-8.97,14.43,74.15,1.25,46.79,131.26,92.11,3.0,1.96,0.12,0.18,6.0,6.0
LTC,2,2,109,55.96,1.07,0.57,4.19,-2.9,1.84,1.07,-10.51,21.43,111.85,1.45,44.04,255.65,139.2,5.17,2.64,0.21,0.4,4.0,5.0
LTC,2,3,108,61.11,1.41,1.26,4.85,-3.99,1.91,1.41,-13.6,33.82,129.28,1.22,38.89,320.27,167.47,6.32,3.23,0.22,0.44,5.0,8.0
LTC,2,4,108,59.26,0.75,0.98,4.89,-5.27,1.35,0.75,-19.37,25.21,90.54,0.93,40.74,312.7,232.01,6.78,4.58,0.11,0.16,4.0,7.0
LTC,2,5,108,56.48,0.68,0.75,5.75,-5.89,1.27,0.68,-21.07,29.47,85.16,0.98,43.52,350.63,277.05,7.97,4.96,0.09,0.14,7.0,7.0
LTC,2,6,108,49.07,0.16,-0.46,6.89,-6.32,1.05,0.16,-22.5,43.01,47.19,1.09,50.93,365.26,347.59,9.35,5.31,0.02,0.03,7.0,7.0
LTC,2,7,108,48.15,0.42,-0.44,7.75,-6.38,1.13,0.42,-23.98,40.8,58.72,1.21,51.85,403.0,357.35,9.36,4.88,0.05,0.09,7.0,6.0
LTC,2,8,108,51.85,0.79,0.56,8.39,-7.4,1.22,0.79,-20.97,44.22,86.68,1.13,48.15,469.64,384.56,10.23,5.07,0.08,0.16,7.0,7.0
LTC,2,9,108,48.15,0.93,-0.43,10.05,-7.54,1.24,0.93,-24.19,46.25,81.16,1.33,51.85,522.4,422.09,11.36,5.63,0.08,0.16,7.0,6.0
LTC,2,10,108,55.56,1.15,1.45,9.19,-8.91,1.29,1.15,-27.3,46.53,103.83,1.03,44.44,551.58,427.87,11.83,6.45,0.1,0.18,7.0,8.0
LTC,3,1,109,60.55,0.7,0.74,2.81,-2.55,1.69,0.7,-11.63,14.03,95.86,1.1,39.45,185.2,109.44,3.83,2.03,0.18,0.34,5.0,5.0
LTC,3,2,108,60.19,1.03,0.91,4.02,-3.58,1.74,1.03,-11.83,16.94,109.84,1.12,38.89,261.12,150.33,4.86,2.93,0.21,0.35,6.0,8.0
LTC,3,3,108,55.56,0.37,0.95,4.28,-4.52,1.18,0.37,-16.25,19.43,70.48,0.95,44.44,256.51,217.04,5.69,3.84,0.06,0.1,6.0,6.0
LTC,3,4,108,53.7,0.31,0.47,5.18,-5.35,1.12,0.31,-20.09,23.49,66.18,0.97,46.3,300.54,267.53,7.13,4.25,0.04,0.07,6.0,7.0
LTC,3,5,108,44.44,-0.22,-0.35,6.57,-5.65,0.93,-0.22,-18.29,36.67,27.65,1.16,55.56,315.27,338.85,8.54,4.76,-0.03,-0.05,10.0,4.0
LTC,3,6,108,50.93,0.05,0.21,6.47,-6.73,1.02,0.05,-21.81,34.56,52.84,0.96,48.15,355.94,350.17,8.68,4.44,0.01,0.01,4.0,7.0
LTC,3,7,108,50.0,0.42,-0.12,7.92,-7.07,1.12,0.42,-18.72,37.82,59.37,1.12,50.0,427.51,381.68,9.7,4.76,0.04,0.09,7.0,7.0
LTC,3,8,108,50.93,0.57,0.26,8.77,-7.93,1.15,0.57,-22.04,39.77,76.28,1.11,49.07,482.4,420.41,10.93,5.5,0.05,0.1,4.0,6.0
LTC,3,9,108,55.56,0.79,1.05,8.6,-8.98,1.2,0.79,-27.58,40.03,87.7,0.96,44.44,515.93,430.81,11.37,6.36,0.07,0.12,7.0,9.0
LTC,3,10,108,57.41,1.08,1.2,8.83,-9.35,1.27,1.08,-25.53,44.0,101.77,0.94,42.59,547.4,430.32,11.96,6.3,0.09,0.17,7.0,8.0
