asset,episode_id,start_date,end_date,duration_days,start_close,end_close,min_close,max_close,start_rsi2,end_rsi2,min_rsi2,ret_day1_hold3_pct,ret_day2_hold3_pct,ret_day3_hold3_pct,ret_after_episode_hold3_pct
GLD,GLD_6,2025-11-10,2025-11-10,1,369.44,369.44,369.44,369.44,0.0,0.0,0.0,3.94,,,-4.31
GLD,GLD_7,2025-11-15,2025-11-15,1,372.61,372.61,372.61,372.61,0.0,0.0,0.0,1.98,,,2.21
GLD,GLD_8,2025-11-22,2025-11-22,1,372.26,372.26,372.26,372.26,0.0,0.0,0.0,2.86,,,-2.26
GLD,GLD_9,2025-12-02,2025-12-03,2,386.88,386.87,386.87,386.88,3.04,0.0,0.0,1.58,1.58,,-0.4
GLD,GLD_10,2025-12-07,2025-12-08,2,386.02,386.27,386.02,386.27,0.0,3.46,0.0,0.84,1.65,,2.19
GLD,GLD_11,2025-12-14,2025-12-14,1,394.15,394.15,394.15,394.15,0.0,0.0,0.0,1.23,,,0.64
GLD,GLD_12,2025-12-25,2025-12-25,1,411.86,411.86,411.86,411.86,0.0,0.0,0.0,1.5,,,-4.7
GLD,GLD_13,2025-12-28,2026-01-01,5,418.05,396.1,396.1,418.05,0.0,0.0,0.0,-5.09,-0.82,-0.11,2.51
GLD,GLD_14,2026-01-04,2026-01-04,1,396.46,396.46,396.46,396.46,0.0,0.0,0.0,3.36,,,0.81
GLD,GLD_15,2026-01-11,2026-01-11,1,411.97,411.97,411.97,411.97,0.0,0.0,0.0,2.87,,,0.61
GLD,GLD_16,2026-01-17,2026-01-17,1,418.3,418.3,418.3,418.3,0.0,0.0,0.0,4.74,,,3.5
GLD,GLD_17,2026-01-25,2026-01-25,1,452.53,452.53,452.53,452.53,8.36,8.36,8.36,12.92,,,7.39
GLD,GLD_18,2026-01-30,2026-02-02,4,448.66,429.94,429.94,448.66,0.0,0.0,0.0,-4.17,1.76,3.38,0.22
GLD,GLD_19,2026-02-12,2026-02-12,1,450.27,450.27,450.27,450.27,5.29,5.29,5.29,2.33,,,-2.66
GLD,GLD_20,2026-02-15,2026-02-17,3,460.74,448.86,448.86,460.74,0.0,0.0,0.0,-0.8,1.74,4.36,3.51
