model,assets,trades,final_capital,total_return_pct,win_rate_pct,avg_trade_pct,median_trade_pct,worst_trade_pct,best_trade_pct,max_drawdown_pct
Cross Asset RSI2 Mean Reversion,"BTC,ETH,SPY,QQQ,GLD,NVDA",692,149716.09,1397.16,60.12,0.5,0.64,-19.54,42.7,-65.54
