total_positions,days_analyzed,avg_active_positions,median_active_positions,max_active_positions,days_with_0_positions,days_with_1_position,days_with_2_positions,days_with_3_positions,days_with_4plus_positions
710,718,3.02,2.0,16,151,130,114,74,249
